5,3/4/2017,13:48:39,,,
1,3/4/2017,13:48:40,,,
6,3/4/2017,13:48:47,,,
2,3/4/2017,13:49:40,,,
0,3/4/2017,13:50:39,29.3,32.7,1466
0,3/4/2017,13:52:39,29.5,32.4,1198
5,3/4/2017,13:52:39,,,
6,3/4/2017,13:52:47,,,
0,3/4/2017,13:54:39,29.6,32.3,1471
0,3/4/2017,13:56:39,29.7,32.2,1204
0,3/4/2017,13:58:39,29.8,32.1,992
5,3/4/2017,13:58:39,,,
6,3/4/2017,13:58:47,,,
0,3/4/2017,14:00:39,29.9,31.8,1246
0,3/4/2017,14:02:39,30,31.5,1021
5,3/4/2017,14:02:39,,,
6,3/4/2017,14:02:47,,,
1,3/4/2017,14:03:40,,,
0,3/4/2017,14:04:39,30.2,31.4,1350
2,3/4/2017,14:04:40,,,
0,3/4/2017,14:06:39,30.2,31.2,1088
5,3/4/2017,14:06:39,,,
6,3/4/2017,14:06:47,,,
0,3/4/2017,14:08:39,30.3,31.1,1382
0,3/4/2017,14:10:39,30.4,31.1,1130
5,3/4/2017,14:10:39,,,
6,3/4/2017,14:10:47,,,
0,3/4/2017,14:12:39,30.5,31.3,1411
0,3/4/2017,14:14:39,30.5,31.3,1160
5,3/4/2017,14:14:39,,,
6,3/4/2017,14:14:47,,,
0,3/4/2017,14:16:39,30.6,31.3,1440
0,3/4/2017,14:18:39,30.6,31.2,1164
5,3/4/2017,14:18:39,,,
1,3/4/2017,14:18:40,,,
6,3/4/2017,14:18:47,,,
2,3/4/2017,14:19:40,,,
0,3/4/2017,14:20:39,30.7,30.8,1363
0,3/4/2017,14:22:39,30.7,30.7,1106
5,3/4/2017,14:22:39,,,
6,3/4/2017,14:22:47,,,
